Strain	Accession	Date	Region	Country	Division	Authors	Journal	Title	Url	CTiter	CTiterSub	Clade Membership	Clock Length	DTiter	DTiterSub	Ep	Lbi	Ne	Num Date	Raw Date
A/Peru/716/2016	EPI863018	2016-09-20	South America	Peru	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.02	11.00	2016.72	2016-09-20
A/Idaho/18/2016	EPI789176	2016-04-01	North America	USA	unknown	Other Database Import	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.07	9.00	2016.25	2016-XX-XX
A/Kanagawa/194/2016	EPI823474	2016-04-20	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.07	9.00	2016.30	2016-04-19
A/RhodeIsland/22/2016	EPI771908	2016-04-20	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	4.00	0.07	11.00	2016.30	2016-04-19
A/Bolivia/351/2017	EPI1025152	2017-04-25	South America	Bolivia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	4.00	0.01	10.00	2017.32	2017-04-26
A/Mexico/4115/2016	EPI862877	2016-05-31	North America	Mexico	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.05	9.00	2016.41	2016-05-30
A/Venezuela/14/2016	EPI849490	2016-08-17	South America	Venezuela	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.03	9.00	2016.63	2016-08-16
A/SouthAfrica/5140/2016	EPI830389	2016-07-19	Africa	South Africa	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.03	9.00	2016.55	2016-07-19
A/Mozambique/344/2017	EPI1118307	2017-09-05	Africa	Mozambique	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	5.00	0.00	9.00	2017.68	2017-09-05
A/Mozambique/333/2017	EPI1118315	2017-09-04	Africa	Mozambique	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	5.00	0.00	9.00	2017.68	2017-09-04
A/Singapore/INFGP-16-1093/2016	EPI788969	2016-05-17	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.05	9.00	2016.38	2016-05-16
A/Singapore/INFMOH-16-0059/2016	EPI788921	2016-06-08	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.05	9.00	2016.44	2016-06-07
A/Singapore/INFKK-16-0639/2016	EPI788987	2016-06-23	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.04	9.00	2016.48	2016-06-22
A/Curico/63077/2016	EPI977499	2016-09-01	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.03	9.00	2016.67	2016-08-31
A/Singapore/INFMOH-16-0057/2016	EPI788905	2016-06-08	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.05	9.00	2016.44	2016-06-07
A/Singapore/INFMOH-16-0063/2016	EPI788945	2016-06-08	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.05	9.00	2016.44	2016-06-07
A/Indiana/12/2017	EPI943596	2017-01-28	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.01	9.00	2017.08	2017-01-28
A/RioGrandeDoNorte/141183/2016	EPI833057	2016-04-25	South America	Brazil	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.06	10.00	2016.32	2016-04-25
A/England/950/2016	EPI858949	2016-04-20	Europe	United Kingdom	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.07	9.00	2016.30	2016-04-19
A/Lao/1511/2016	EPI854199	2016-05-24	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	4.00	0.05	10.00	2016.40	2016-05-24
A/Colombia/973/2016	EPI886621	2016-10-13	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.02	9.00	2016.79	2016-10-13
A/Brisbane/89/2016	EPI793195	2016-05-05	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.06	9.00	2016.34	2016-05-04
A/NewZealand/842/2016	EPI870784	2016-09-20	Oceania	New Zealand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.11	0.10	6b1	0.00	0.00	0.00	3.00	0.02	9.00	2016.72	2016-09-20
A/Mexico/4283/2016	EPI862947	2016-09-19	North America	Mexico	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.11	0.10	6b1	0.00	0.00	0.00	3.00	0.02	13.00	2016.72	2016-09-18
A/Pavia/70/2016	EPI998484	2016-12-07	Europe	Italy	unknown	Istituto Superiore Di Sanit? (Iss)	unknown	unknown	unknown	0.11	0.10	6b1	0.00	0.00	0.00	3.00	0.01	13.00	2016.94	2016-12-07
A/Louisiana/6/2017	EPI943612	2017-01-28	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.11	0.10	6b1	0.00	0.00	0.00	3.00	0.01	13.00	2017.08	2017-01-28
A/Utah/25/2017	EPI1017495	2017-04-17	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.11	0.10	6b1	0.00	0.00	0.00	3.00	0.01	13.00	2017.29	2017-04-17
A/Colombia/9914/2016	EPI838789	2016-08-03	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.13	6b1	0.00	0.00	0.03	4.00	0.03	10.00	2016.59	2016-08-03
A/Fiji/4/2016	EPI956395	2016-05-02	Oceania	Fiji	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.06	9.00	2016.34	2016-05-02
A/Fiji/3/2016	EPI956391	2016-05-02	Oceania	Fiji	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.06	9.00	2016.34	2016-05-02
A/SouthAfrica/4377/2016	EPI830413	2016-06-30	Africa	South Africa	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.04	9.00	2016.50	2016-06-29
A/Mexico/4063/2016	EPI862861	2016-05-16	North America	Mexico	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.05	9.00	2016.37	2016-05-15
A/SouthAuckland/51/2016	EPI860048	2016-08-15	Oceania	New Zealand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.03	10.00	2016.62	2016-08-15
A/Mexico/4204/2016	EPI865889	2016-07-18	North America	Mexico	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.04	11.00	2016.54	2016-07-17
A/Portugal/MS25/2016	EPI917139	2016-12-13	Europe	Portugal	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.01	11.00	2016.95	2016-12-12
A/Mexico/4211/2016	EPI862900	2016-07-26	North America	Mexico	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.03	10.00	2016.57	2016-07-26
A/Mexico/4213/2016	EPI865905	2016-07-27	North America	Mexico	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.03	10.00	2016.57	2016-07-27
A/Mexico/4262/2016	EPI862923	2016-08-24	North America	Mexico	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.03	10.00	2016.65	2016-08-23
A/Mexico/4212/2016	EPI865897	2016-07-29	North America	Mexico	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.03	10.00	2016.57	2016-07-28
A/Mexico/4306/2016	EPI880612	2016-09-27	North America	Mexico	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.02	11.00	2016.74	2016-09-27
A/Florida/99/2016	EPI871441	2016-11-26	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.01	10.00	2016.91	2016-11-26
A/California/172/2016	EPI880104	2016-12-07	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.01	10.00	2016.94	2016-12-07
A/Mexico/4281/2016	EPI862939	2016-09-13	North America	Mexico	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.02	10.00	2016.70	2016-09-12
A/Connecticut/7/2017	EPI987676	2017-01-21	North America	USA	unknown	Other Database Import	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.01	10.00	2017.06	2017-01-21
A/Mexico/4237/2016	EPI862908	2016-08-11	North America	Mexico	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.03	10.00	2016.61	2016-08-11
A/Mexico/4239/2016	EPI862916	2016-08-10	North America	Mexico	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.03	10.00	2016.61	2016-08-10
A/SouthAfrica/R3518/2016	EPI823617	2016-06-08	Africa	South Africa	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.05	10.00	2016.44	2016-06-07
A/SouthAfrica/3519/2016	EPI815198	2016-06-08	Africa	South Africa	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.05	10.00	2016.44	2016-06-07
A/Hawaii/86/2016	EPI871266	2016-10-08	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.23	0.10	6b1	0.00	0.00	0.00	3.00	0.02	10.00	2016.77	2016-10-07
A/Hawaii/70/2016	EPI858516	2016-09-13	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.23	0.10	6b1	0.00	0.00	0.00	3.00	0.02	10.00	2016.70	2016-09-12
A/Hawaii/83/2016	EPI862830	2016-09-30	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.23	0.10	6b1	0.00	0.00	0.00	3.00	0.02	10.00	2016.75	2016-09-29
A/SouthAfrica/R4066/2016	EPI829274	2016-06-23	Africa	South Africa	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.04	9.00	2016.48	2016-06-23
A/SouthAfrica/5142/2016	EPI830397	2016-07-19	Africa	South Africa	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.03	9.00	2016.55	2016-07-19
A/Mexico/4095/2016	EPI862869	2016-05-28	North America	Mexico	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.05	9.00	2016.41	2016-05-27
A/SouthAfrica/R2487/2016	EPI823613	2016-05-10	Africa	South Africa	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.06	9.00	2016.36	2016-05-10
A/SouthAfrica/4486/2016	EPI830381	2016-07-01	Africa	South Africa	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.04	9.00	2016.50	2016-07-01
A/Tasmania/32/2016	EPI860016	2016-08-17	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.03	9.00	2016.63	2016-08-16
A/Brisbane/284/2016	EPI892783	2016-10-27	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.02	9.00	2016.82	2016-10-27
A/Townsville/31/2016	EPI868976	2016-11-04	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.02	9.00	2016.85	2016-11-04
A/Wakayama/148/2016	EPI881892	2016-11-18	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.02	9.00	2016.88	2016-11-18
A/Wakayama/144/2016	EPI869831	2016-11-15	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.09	0.10	6b1	0.00	0.00	0.00	3.00	0.02	9.00	2016.87	2016-11-14
A/Yunnan-Maoshi/SWL1911/2016	EPI885714	2016-11-19	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.02	9.00	2016.89	2016-11-19
A/England/62320772/2016	EPI878156	2016-06-01	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.06	10.00	2016.42	2016-06-01
A/Brazil/1170/2016	EPI842077	2016-06-08	South America	Brazil	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.05	10.00	2016.44	2016-06-07
A/Congo/123/2017	EPI1085245	2017-05-03	Africa	Congo	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.01	10.00	2017.34	2017-05-04
A/Catalonia/NSVH100378832/2016	EPI861336	2016-07-17	Europe	Spain	unknown	Hospital Universitari Vall D'hebron	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.04	10.00	2016.54	2016-XX-XX
A/Catalonia/NSVH110305926/2016	EPI861360	2016-09-09	Europe	Spain	unknown	Hospital Universitari Vall D'hebron	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.03	10.00	2016.69	2016-XX-XX
A/Catalonia/NSVH100386276/2016	EPI861344	2016-04-18	Europe	Spain	unknown	Hospital Universitari Vall D'hebron	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.08	10.00	2016.30	2016-XX-XX
A/Catalonia/NSVH100388263/2016	EPI861352	2016-04-18	Europe	Spain	unknown	Hospital Universitari Vall D'hebron	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.08	9.00	2016.30	2016-XX-XX
A/CoteDIvoire/604/2016	EPI791255	2016-04-20	Africa	Cote D Ivoire	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.08	10.00	2016.30	2016-04-19
A/Catalonia/NSVH100371838/2016	EPI861368	2016-05-01	Europe	Spain	unknown	Hospital Universitari Vall D'hebron	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.07	9.00	2016.33	2016-XX-XX
A/Catalonia/NSVH110283699/2016	EPI861372	2016-05-01	Europe	Spain	unknown	Hospital Universitari Vall D'hebron	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.07	9.00	2016.33	2016-XX-XX
A/Colombia/9960/2016	EPI838813	2016-08-06	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.04	10.00	2016.60	2016-08-05
A/PaysdeLoire/2364/2016	EPI859045	2016-04-18	Europe	France	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.08	11.00	2016.30	2016-04-18
A/PaysDeLoire/2364/2016	EPI770327	2016-04-18	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.08	11.00	2016.30	2016-04-18
A/Managua/359/2016	EPI862846	2016-06-19	North America	Nicaragua	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.18	0.10	6b1	0.00	0.00	0.00	3.00	0.05	11.00	2016.47	2016-06-19
A/CostaRica/6171/2016	EPI858595	2016-05-16	North America	Costa Rica	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.18	0.10	6b1	0.00	0.00	0.00	3.00	0.06	11.00	2016.37	2016-XX-XX
A/CostaRica/7989/2016	EPI858611	2016-06-01	North America	Costa Rica	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.18	0.10	6b1	0.00	0.00	0.00	3.00	0.06	11.00	2016.42	2016-06-01
A/CostaRica/1554/2016	EPI858619	2016-08-03	North America	Costa Rica	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.18	0.10	6b1	0.00	0.00	0.00	3.00	0.04	11.00	2016.59	2016-08-03
A/Panama/318595/2016	EPI815676	2016-06-04	North America	Panama	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.18	0.10	6b1	0.00	0.00	0.00	3.00	0.06	10.00	2016.42	2016-06-03
A/LaReunion/2020/2016	EPI858995	2016-07-01	Europe	France	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.05	9.00	2016.50	2016-07-01
A/Bolivia/510/2017	EPI1039833	2017-05-09	South America	Bolivia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.01	11.00	2017.35	2017-05-09
A/Maryland/38/2017	EPI1017768	2017-05-12	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.01	11.00	2017.36	2017-05-12
A/Newcastle/1001/2016	EPI829205	2016-07-19	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	4.00	0.04	9.00	2016.55	2016-07-19
A/Tasmania/87/2016	EPI868967	2016-10-27	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	4.00	0.02	9.00	2016.82	2016-10-26
A/Para/140720-IEC/2016	EPI833033	2016-05-05	South America	Brazil	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.07	9.00	2016.34	2016-05-04
A/Roraima/143204-IEC/2017	EPI912098	2016-08-17	South America	Brazil	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.03	9.00	2016.63	2016-08-16
A/Brazil/40858/2016	EPI825138	2016-05-18	South America	Brazil	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.06	10.00	2016.38	2016-05-18
A/Sergipe/1631/2016	EPI1032174	2016-10-08	South America	Brazil	unknown	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (Lvrs)	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.02	9.00	2016.77	2016-10-07
A/Sergipe/1706/2016	EPI1032176	2016-10-26	South America	Brazil	unknown	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (Lvrs)	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	4.00	0.02	9.00	2016.82	2016-10-25
A/Fukushima/123/2016	EPI943334	2016-11-11	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.02	9.00	2016.87	2016-11-11
A/Sergipe/1602/2016	EPI1032170	2016-09-27	South America	Brazil	unknown	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (Lvrs)	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.03	9.00	2016.74	2016-09-26
A/Bahia/493/2016	EPI1031767	2016-04-21	South America	Brazil	unknown	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (Lvrs)	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.08	9.00	2016.31	2016-04-21
A/Bahia/1645/2016	EPI1031736	2016-09-30	South America	Brazil	unknown	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (Lvrs)	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.03	9.00	2016.75	2016-09-29
A/Bahia/133/2017	EPI1017808	2017-02-21	South America	Brazil	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.01	12.00	2017.15	2017-02-22
A/Brazil/4039/2016	EPI833382	2016-07-27	South America	Brazil	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.04	9.00	2016.57	2016-07-27
A/Saitama/94/2016	EPI858884	2016-08-22	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.03	11.00	2016.64	2016-08-22
A/Saitama/105/2016	EPI970728	2016-10-12	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.02	11.00	2016.78	2016-10-11
A/Saitama/104/2016	EPI869837	2016-10-12	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.02	11.00	2016.78	2016-10-12
A/Centre/2373/2016	EPI770335	2016-04-21	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.08	9.00	2016.31	2016-04-21
A/Tennessee/25/2016	EPI771716	2016-04-20	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.08	9.00	2016.30	2016-04-19
A/Sydney/97/2016	EPI829181	2016-06-23	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.05	9.00	2016.48	2016-06-22
A/Bretagne/2349/2016	EPI824613	2016-04-18	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	3.00	0.08	9.00	2016.30	2016-04-18
A/Santiago/62860/2016	EPI977495	2016-09-01	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	4.00	0.03	10.00	2016.67	2016-09-01
A/Sydney/1007/2016	EPI835097	2016-06-01	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	4.00	0.06	9.00	2016.42	2016-06-01
A/Singapore/INFKK-16-0576/2016	EPI788953	2016-06-01	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.03	0.10	6b1	0.00	0.00	0.00	4.00	0.06	9.00	2016.42	2016-06-01
